ID,OriginalID,Timestamp,Trial,counterbalance,phase_type,description_stop,paired_vid,onset,offset,description_content,importance,time,tag,vidpath,Datastring,data_set
Drun2M05_217,debug5r8Fj:debugD2HvT,1704395194805,15,0,test,2,4,100.0,130,Now soldiers come and take what that rock was made into and remake it into a \bomb\ old style used in a war. They shoot it on to an enemy ship and rock falls into the water.,6,64983,test_seg4_desc,/static/video/A/filmfest_clip8_A_3.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip8_A_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""130"", ""content"": ""Now soldiers come and take what that rock was made into and remake it into a \""bomb\"" old style used in a war. They shoot it on to an enemy ship and rock falls into the water."", ""importance"": ""6"", ""time"": 64983, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_217,debug5r8Fj:debugD2HvT,1704395428242,18,0,test,3,6,190.0,220,"After kid smashes into glass and rock falls out of the box somewhere in the backdrop in that museum and into a trash can that cleaning man is pushing. This ends up on the street, gets picked up by a man who throws it and breaks girls window, rock ends up on the street again, gets under and inside the car and on the street again.",5,129090,test_seg6_desc,/static/video/A/filmfest_clip8_A_5.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip8_A_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""220"", ""content"": ""After kid smashes into glass and rock falls out of the box somewhere in the backdrop in that museum and into a trash can that cleaning man is pushing. This ends up on the street, gets picked up by a man who throws it and breaks girls window, rock ends up on the street again, gets under and inside the car and on the street again."", ""importance"": ""5"", ""time"": 129090, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_217,debug5r8Fj:debugD2HvT,1704395562436,21,0,test,4,8,280.0,310,"After racket goes into a space, it crashes and falls onto a different planet.",6,29297,test_seg8_desc,/static/video/A/filmfest_clip8_A_7.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip8_A_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""310"", ""content"": ""After racket goes into a space, it crashes and falls onto a different planet."", ""importance"": ""6"", ""time"": 29297, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_575,debugFiwcq:debuguVI5r,1704394979267,12,0,test,1,2,10.0,40,The film seems to be showing the early existence of the planet. It vegan by showing a small lizard then dinosaurs. A mountain took on the form of a cartoon face. And it showed the passage of some level of prehistoric time.,5,85271,test_seg2_desc,/static/video/A/filmfest_clip8_A_1.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip8_A_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""40"", ""content"": ""The film seems to be showing the early existence of the planet. It vegan by showing a small lizard then dinosaurs. A mountain took on the form of a cartoon face. And it showed the passage of some level of prehistoric time."", ""importance"": ""5"", ""time"": 85271, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_575,debugFiwcq:debuguVI5r,1704395173189,15,0,test,2,4,100.0,130,"The mountain with the face has shrunken over the passage of time. Men have eventually salvaged it and used it for their own means, firstly as a turning stone in a watermill, then as a canonball by some Union soldiers on a naval ship (perhaps the Merrimac or Monitor). The last scene showed the stone (still with it's face) being fired.",6,87810,test_seg4_desc,/static/video/A/filmfest_clip8_A_3.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip8_A_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""130"", ""content"": ""The mountain with the face has shrunken over the passage of time. Men have eventually salvaged it and used it for their own means, firstly as a turning stone in a watermill, then as a canonball by some Union soldiers on a naval ship (perhaps the Merrimac or Monitor). The last scene showed the stone (still with it's face) being fired."", ""importance"": ""6"", ""time"": 87810, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_575,debugFiwcq:debuguVI5r,1704395396653,18,0,test,3,6,190.0,220,"After having been disovered by an archeologist and placed on display as the stone (now a lot smaller) with a fossil embedded, the stone was scared when a small child pulled a face at it through the display. It fell off the display and into a bin man's trolley. Then fell out and into the street where it was recovered by a hoodlum who used it to throw through a window, hitting a man sat having a meal. The stone then flew through the opposite window and into the street again. It's gradually being reduced in size.",5,119753,test_seg6_desc,/static/video/A/filmfest_clip8_A_5.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip8_A_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""220"", ""content"": ""After having been disovered by an archeologist and placed on display as the stone (now a lot smaller) with a fossil embedded, the stone was scared when a small child pulled a face at it through the display. It fell off the display and into a bin man's trolley. Then fell out and into the street where it was recovered by a hoodlum who used it to throw through a window, hitting a man sat having a meal. The stone then flew through the opposite window and into the street again. It's gradually being reduced in size."", ""importance"": ""5"", ""time"": 119753, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_575,debugFiwcq:debuguVI5r,1704395575201,21,0,test,4,8,280.0,310,"After being crushed into a small pebble it found itself on a beach. A crane recovered it, amongst some sand, for use in a glass factory where it was converted into a high quality lens for use on a satellite. The satellite went out of control though and ended up by crashing into a planet (presumably mars or the moon).",5,75548,test_seg8_desc,/static/video/A/filmfest_clip8_A_7.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip8_A_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""310"", ""content"": ""After being crushed into a small pebble it found itself on a beach. A crane recovered it, amongst some sand, for use in a glass factory where it was converted into a high quality lens for use on a satellite. The satellite went out of control though and ended up by crashing into a planet (presumably mars or the moon)."", ""importance"": ""5"", ""time"": 75548, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_751,debugKbgFu:debug95nXq,1704467385990,12,8,test,1,2,90.0,120,The rock was being used as a device to churn milk. Then these soldiers burst through the door and took the rock so they can use it for their military operations. The rock ends up getting turned into a cannon ball and is fired out of a cannon.,5,53238,test_seg2_desc,/static/video/I/filmfest_clip8_I_1.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip8_I_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""120"", ""content"": ""The rock was being used as a device to churn milk. Then these soldiers burst through the door and took the rock so they can use it for their military operations. The rock ends up getting turned into a cannon ball and is fired out of a cannon."", ""importance"": ""5"", ""time"": 53238, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_751,debugKbgFu:debug95nXq,1704467633239,15,8,test,2,4,180.0,210,"The rock is now in a museum. A child smacks his face against the window obnoxiously which scares the rock and it falls backwards, out through the mouth of some taxidermy and into the rubbish bin that is being wheeled by the cleaner. The rubbish gets taken outside, the rock rolls out and gets kicked by a passer by as he is crossing the road. We now appear to be in 1920s America and jazz music is playing. The rock gets kicked into the window of a house where a well dressed couple are seated.",6,144316,test_seg4_desc,/static/video/I/filmfest_clip8_I_3.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip8_I_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""210"", ""content"": ""The rock is now in a museum. A child smacks his face against the window obnoxiously which scares the rock and it falls backwards, out through the mouth of some taxidermy and into the rubbish bin that is being wheeled by the cleaner. The rubbish gets taken outside, the rock rolls out and gets kicked by a passer by as he is crossing the road. We now appear to be in 1920s America and jazz music is playing. The rock gets kicked into the window of a house where a well dressed couple are seated."", ""importance"": ""6"", ""time"": 144316, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_751,debugKbgFu:debug95nXq,1704467787728,18,8,test,3,6,270.0,300,the rock has been turned into a part that is used for a rocket. The rocket blasts into space and hits a meteor which destroys the rocket and rock tumbles through space,4,49761,test_seg6_desc,/static/video/I/filmfest_clip8_I_5.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip8_I_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""300"", ""content"": ""the rock has been turned into a part that is used for a rocket. The rocket blasts into space and hits a meteor which destroys the rocket and rock tumbles through space"", ""importance"": ""4"", ""time"": 49761, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_960,debugQEGvT:debugr3i8Q,1704395766467,12,0,test,1,2,10.0,40,So there was this rock who was overlooking everything and then the rock decided to go to sleep...like someone i know.. After the rock went to sleep the season started changing and time moved on,5,49677,test_seg2_desc,/static/video/A/filmfest_clip8_A_1.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip8_A_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""40"", ""content"": ""So there was this rock who was overlooking everything and then the rock decided to go to sleep...like someone i know.. After the rock went to sleep the season started changing and time moved on"", ""importance"": ""5"", ""time"": 49677, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_960,debugQEGvT:debugr3i8Q,1704395986274,15,0,test,2,4,100.0,130,"Stop falling asleep. So after the tock had fallen asleep the season and time had changed, it went from what he knew to a snowy plain and then to a forest, while there humans were walking around him but it was too noisy so he got up and left and went to sleep elsewhere but then they found him and took him back to the village and used him as a stone wheel, after that some solders took him and made him into a cannonball and when fired he fell into the ocean ",6,111759,test_seg4_desc,/static/video/A/filmfest_clip8_A_3.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip8_A_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""130"", ""content"": ""Stop falling asleep. So after the tock had fallen asleep the season and time had changed, it went from what he knew to a snowy plain and then to a forest, while there humans were walking around him but it was too noisy so he got up and left and went to sleep elsewhere but then they found him and took him back to the village and used him as a stone wheel, after that some solders took him and made him into a cannonball and when fired he fell into the ocean "", ""importance"": ""6"", ""time"": 111759, ""tag"": ""test_seg4_desc""}",2023-2024 Run
